locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCDAKLAD_00215	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
BCDAKLAD_00216	gene	780	deoC			
BCDAKLAD_00216	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
BCDAKLAD_00217	gene	1323	deoA			
BCDAKLAD_00217	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
BCDAKLAD_00218	gene	1224	deoB			
BCDAKLAD_00218	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
BCDAKLAD_00219	gene	720	deoD			
BCDAKLAD_00219	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
BCDAKLAD_00220	gene	1017	lplA			
BCDAKLAD_00220	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
BCDAKLAD_00221	gene	648	ytjB			
BCDAKLAD_00221	CDS	648	ytjB		COG3726	putative inner membrane protein Smp
BCDAKLAD_00222	gene	972	serB			
BCDAKLAD_00222	CDS	972	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
BCDAKLAD_00223	gene	1383	radA			
BCDAKLAD_00223	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
BCDAKLAD_00224	gene	1233	nadR			
BCDAKLAD_00224	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
BCDAKLAD_00225	gene	1668	ettA			
BCDAKLAD_00225	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
BCDAKLAD_00226	gene	1938	slt			
BCDAKLAD_00226	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
BCDAKLAD_00227	gene	330	trpR			
BCDAKLAD_00227	CDS	330	trpR		COG2973	Trp operon repressor
BCDAKLAD_00228	gene	516	yjjX			
BCDAKLAD_00228	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
BCDAKLAD_00229	gene	648	cobC_1			
BCDAKLAD_00229	CDS	648	cobC_1	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
BCDAKLAD_00230	gene	870	rob_1			
BCDAKLAD_00230	CDS	870	rob_1		COG2207	Right origin-binding protein
BCDAKLAD_00231	gene	474				
BCDAKLAD_00231	CDS	474				hypothetical protein
BCDAKLAD_00232	gene	690	creB			
BCDAKLAD_00232	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
BCDAKLAD_00233	gene	1425	creC			
BCDAKLAD_00233	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
BCDAKLAD_00234	gene	1359	creD			
BCDAKLAD_00234	CDS	1359	creD		COG4452	Inner membrane protein CreD
BCDAKLAD_00235	gene	717	arcA			
BCDAKLAD_00235	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
BCDAKLAD_00236	gene	687				
BCDAKLAD_00236	CDS	687				hypothetical protein
BCDAKLAD_00237	gene	2463	thrA			
BCDAKLAD_00237	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
BCDAKLAD_00238	gene	930	thrB			
BCDAKLAD_00238	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
BCDAKLAD_00239	gene	1281	thrC			
BCDAKLAD_00239	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
BCDAKLAD_00240	gene	378				
BCDAKLAD_00240	CDS	378				hypothetical protein
BCDAKLAD_00241	gene	774	yaaA			
BCDAKLAD_00241	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
BCDAKLAD_00242	gene	1431	alsT			
BCDAKLAD_00242	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
BCDAKLAD_00243	gene	954	talB_1			
BCDAKLAD_00243	CDS	954	talB_1	2.2.1.2	COG0176	Transaldolase B
BCDAKLAD_00244	gene	588	mog			
BCDAKLAD_00244	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
BCDAKLAD_00245	gene	1305	proP_1			
BCDAKLAD_00245	CDS	1305	proP_1			Proline/betaine transporter
BCDAKLAD_00246	gene	567	satP			
BCDAKLAD_00246	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
BCDAKLAD_00247	gene	750				
BCDAKLAD_00247	CDS	750				hypothetical protein
BCDAKLAD_00248	gene	405				
BCDAKLAD_00248	CDS	405				hypothetical protein
BCDAKLAD_00249	gene	1917	dnaK_1			
BCDAKLAD_00249	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
BCDAKLAD_00250	gene	1134	dnaJ			
BCDAKLAD_00250	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
BCDAKLAD_00251	gene	1224	nhaA			
BCDAKLAD_00251	CDS	1224	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
BCDAKLAD_00252	gene	897	nhaR			
BCDAKLAD_00252	CDS	897	nhaR		COG0583	Transcriptional activator protein NhaR
BCDAKLAD_00253	gene	210				
BCDAKLAD_00253	CDS	210				hypothetical protein
BCDAKLAD_00254	gene	939	ribF			
BCDAKLAD_00254	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BCDAKLAD_00255	gene	2853	ileS			
BCDAKLAD_00255	CDS	2853	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
BCDAKLAD_00256	gene	501	lspA			
BCDAKLAD_00256	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
BCDAKLAD_00257	gene	450	fkpB			
BCDAKLAD_00257	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
BCDAKLAD_00258	gene	951	ispH			
BCDAKLAD_00258	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BCDAKLAD_00259	gene	915	rihC			
BCDAKLAD_00259	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
BCDAKLAD_00260	gene	366	yhaI			
BCDAKLAD_00260	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
BCDAKLAD_00261	gene	930	dmlR_1			
BCDAKLAD_00261	CDS	930	dmlR_1			HTH-type transcriptional regulator DmlR
BCDAKLAD_00262	gene	630				
BCDAKLAD_00262	CDS	630				hypothetical protein
BCDAKLAD_00263	gene	705	citB_1			
BCDAKLAD_00263	CDS	705	citB_1		COG4565	Transcriptional regulatory protein CitB
BCDAKLAD_00264	gene	1716	citA_1			
BCDAKLAD_00264	CDS	1716	citA_1	2.7.13.3	COG3290	Sensor histidine kinase CitA
BCDAKLAD_00265	gene	1341	citS			
BCDAKLAD_00265	CDS	1341	citS		COG3493	Citrate-sodium symporter
BCDAKLAD_00266	gene	921	citC			
BCDAKLAD_00266	CDS	921	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
BCDAKLAD_00267	gene	294	citD			
BCDAKLAD_00267	CDS	294	citD		COG3052	Citrate lyase acyl carrier protein
BCDAKLAD_00268	gene	870	citE			
BCDAKLAD_00268	CDS	870	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
BCDAKLAD_00269	gene	1509	citF			
BCDAKLAD_00269	CDS	1509	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
BCDAKLAD_00270	gene	909	citG_1			
BCDAKLAD_00270	CDS	909	citG_1	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
BCDAKLAD_00271	gene	822	dapB			
BCDAKLAD_00271	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
BCDAKLAD_00272	gene	1149	carA_1			
BCDAKLAD_00272	CDS	1149	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
BCDAKLAD_00273	gene	3225	carB			
BCDAKLAD_00273	CDS	3225	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
BCDAKLAD_00274	gene	234	ygdR_1			
BCDAKLAD_00274	CDS	234	ygdR_1			putative lipoprotein YgdR
BCDAKLAD_00275	gene	534	kefF_1			
BCDAKLAD_00275	CDS	534	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
BCDAKLAD_00276	gene	1866	kefC_1			
BCDAKLAD_00276	CDS	1866	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
BCDAKLAD_00277	gene	480				
BCDAKLAD_00277	CDS	480				IS1595 family transposase ISSsu9
BCDAKLAD_00278	gene	849	apaH			
BCDAKLAD_00278	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
BCDAKLAD_00279	gene	378	apaG			
BCDAKLAD_00279	CDS	378	apaG		COG2967	Protein ApaG
BCDAKLAD_00280	gene	822	rsmA			
BCDAKLAD_00280	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BCDAKLAD_00281	gene	990	pdxA			
BCDAKLAD_00281	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
BCDAKLAD_00282	gene	1287	surA			
BCDAKLAD_00282	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
BCDAKLAD_00283	gene	2349	lptD			
BCDAKLAD_00283	CDS	2349	lptD		COG1452	LPS-assembly protein LptD
BCDAKLAD_00284	gene	828	djlA			
BCDAKLAD_00284	CDS	828	djlA		COG1076	Co-chaperone protein DjlA
BCDAKLAD_00285	gene	699	citB_2			
BCDAKLAD_00285	CDS	699	citB_2		COG4565	Transcriptional regulatory protein CitB
BCDAKLAD_00286	gene	1626	citA_2			
BCDAKLAD_00286	CDS	1626	citA_2	2.7.13.3	COG3290	Sensor histidine kinase CitA
BCDAKLAD_00287	gene	1365	cimH			
BCDAKLAD_00287	CDS	1365	cimH		COG3493	Citrate/malate transporter
BCDAKLAD_00288	gene	540	citX			
BCDAKLAD_00288	CDS	540	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
BCDAKLAD_00289	gene	660	rluA_1			
BCDAKLAD_00289	CDS	660	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
BCDAKLAD_00290	gene	2907	rapA			
BCDAKLAD_00290	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
BCDAKLAD_00291	gene	2358	polB			
BCDAKLAD_00291	CDS	2358	polB	2.7.7.7	COG0417	DNA polymerase II
BCDAKLAD_00292	gene	696	araD			
BCDAKLAD_00292	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
BCDAKLAD_00293	gene	1503	araA			
BCDAKLAD_00293	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
BCDAKLAD_00294	gene	1710	araB_1			
BCDAKLAD_00294	CDS	1710	araB_1	2.7.1.16	COG1069	Ribulokinase
BCDAKLAD_00295	gene	846	araC_1			
BCDAKLAD_00295	CDS	846	araC_1			Arabinose operon regulatory protein
BCDAKLAD_00296	gene	768	yabI_1			
BCDAKLAD_00296	CDS	768	yabI_1		COG0586	Inner membrane protein YabI
BCDAKLAD_00297	gene	702	thiQ			
BCDAKLAD_00297	CDS	702	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
BCDAKLAD_00298	gene	1611				
BCDAKLAD_00298	CDS	1611				hypothetical protein
BCDAKLAD_00299	gene	984	thiB			
BCDAKLAD_00299	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
BCDAKLAD_00300	gene	1656	sgrR_1			
BCDAKLAD_00300	CDS	1656	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
BCDAKLAD_00301	gene	153				
BCDAKLAD_00301	CDS	153				hypothetical protein
BCDAKLAD_00302	gene	1185	setA			
BCDAKLAD_00302	CDS	1185	setA			Sugar efflux transporter A
BCDAKLAD_00303	gene	1311	gudP_1			
BCDAKLAD_00303	CDS	1311	gudP_1			putative glucarate transporter
BCDAKLAD_00304	gene	897	gltC_1			
BCDAKLAD_00304	CDS	897	gltC_1			HTH-type transcriptional regulator GltC
BCDAKLAD_00305	gene	756	aroD			
BCDAKLAD_00305	CDS	756	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
BCDAKLAD_00306	gene	1215	ydiM			
BCDAKLAD_00306	CDS	1215	ydiM			Inner membrane transport protein YdiM
BCDAKLAD_00307	gene	864	aroE_1			
BCDAKLAD_00307	CDS	864	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
BCDAKLAD_00308	gene	2034				
BCDAKLAD_00308	CDS	2034		1.-.-.-		NADH oxidase
BCDAKLAD_00309	gene	606	leuD1			
BCDAKLAD_00309	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
BCDAKLAD_00310	gene	1401	leuC			
BCDAKLAD_00310	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
BCDAKLAD_00311	gene	1092	leuB			
BCDAKLAD_00311	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
BCDAKLAD_00312	gene	1572	leuA_1			
BCDAKLAD_00312	CDS	1572	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
BCDAKLAD_00313	gene	951	leuO			
BCDAKLAD_00313	CDS	951	leuO			HTH-type transcriptional regulator LeuO
BCDAKLAD_00314	gene	1725	ilvI_1			
BCDAKLAD_00314	CDS	1725	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
BCDAKLAD_00315	gene	492	ilvH			
BCDAKLAD_00315	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
BCDAKLAD_00316	gene	1005	cra_1			
BCDAKLAD_00316	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
BCDAKLAD_00317	gene	459	mraZ			
BCDAKLAD_00317	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
BCDAKLAD_00318	gene	942	rsmH			
BCDAKLAD_00318	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
BCDAKLAD_00319	gene	366	ftsL			
BCDAKLAD_00319	CDS	366	ftsL		COG3116	Cell division protein FtsL
BCDAKLAD_00320	gene	1767	ftsI_1			
BCDAKLAD_00320	CDS	1767	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
BCDAKLAD_00321	gene	1488	murE			
BCDAKLAD_00321	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
BCDAKLAD_00322	gene	1359	murF			
BCDAKLAD_00322	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BCDAKLAD_00323	gene	1083	mraY			
BCDAKLAD_00323	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
BCDAKLAD_00324	gene	1317	murD			
BCDAKLAD_00324	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
BCDAKLAD_00325	gene	1275	ftsW			
BCDAKLAD_00325	CDS	1275	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
BCDAKLAD_00326	gene	1047	murG			
BCDAKLAD_00326	CDS	1047	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BCDAKLAD_00327	gene	1476	murC			
BCDAKLAD_00327	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
BCDAKLAD_00328	gene	921	ddlB			
BCDAKLAD_00328	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
BCDAKLAD_00329	gene	831	ftsQ			
BCDAKLAD_00329	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
BCDAKLAD_00330	gene	1263	ftsA_1			
BCDAKLAD_00330	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
BCDAKLAD_00331	gene	1152	ftsZ			
BCDAKLAD_00331	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
BCDAKLAD_00332	gene	918	lpxC			
BCDAKLAD_00332	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
BCDAKLAD_00333	gene	504	secM			
BCDAKLAD_00333	CDS	504	secM			Secretion monitor
BCDAKLAD_00334	gene	2706	secA			
BCDAKLAD_00334	CDS	2706	secA		COG0653	Protein translocase subunit SecA
BCDAKLAD_00335	gene	393	mutT			
BCDAKLAD_00335	CDS	393	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
BCDAKLAD_00336	gene	195	yacG			
BCDAKLAD_00336	CDS	195	yacG		COG3024	DNA gyrase inhibitor YacG
BCDAKLAD_00337	gene	744	zapD			
BCDAKLAD_00337	CDS	744	zapD		COG4582	Cell division protein ZapD
BCDAKLAD_00338	gene	621	coaE			
BCDAKLAD_00338	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
BCDAKLAD_00339	gene	1044	guaC			
BCDAKLAD_00339	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
BCDAKLAD_00340	gene	1206	epsF_1			
BCDAKLAD_00340	CDS	1206	epsF_1		COG1459	Type II secretion system protein F
BCDAKLAD_00341	gene	1386	epsE_1			
BCDAKLAD_00341	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
BCDAKLAD_00342	gene	432				
BCDAKLAD_00342	CDS	432				hypothetical protein
BCDAKLAD_00343	gene	894	nadC			
BCDAKLAD_00343	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
BCDAKLAD_00344	gene	564	ampD			
BCDAKLAD_00344	CDS	564	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
BCDAKLAD_00345	gene	855	ampE			
BCDAKLAD_00345	CDS	855	ampE		COG3725	Protein AmpE
BCDAKLAD_00346	gene	951				
BCDAKLAD_00346	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
BCDAKLAD_00347	gene	1407	yicJ_1			
BCDAKLAD_00347	CDS	1407	yicJ_1		COG2211	Inner membrane symporter YicJ
BCDAKLAD_00348	gene	1371	aroP_1			
BCDAKLAD_00348	CDS	1371	aroP_1		COG1113	Aromatic amino acid transport protein AroP
BCDAKLAD_00349	gene	780	pdhR			
BCDAKLAD_00349	CDS	780	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
BCDAKLAD_00350	gene	2664	aceE			
BCDAKLAD_00350	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
BCDAKLAD_00351	gene	1899	aceF			
BCDAKLAD_00351	CDS	1899	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BCDAKLAD_00352	gene	1425	lpdA			
BCDAKLAD_00352	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
BCDAKLAD_00353	gene	285				
BCDAKLAD_00353	CDS	285				hypothetical protein
BCDAKLAD_00354	gene	807				
BCDAKLAD_00354	CDS	807				hypothetical protein
BCDAKLAD_00355	gene	1611				
BCDAKLAD_00355	CDS	1611				hypothetical protein
BCDAKLAD_00356	gene	2598	acnB			
BCDAKLAD_00356	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
BCDAKLAD_00357	gene	363				
BCDAKLAD_00357	CDS	363				hypothetical protein
BCDAKLAD_00358	gene	795	speD			
BCDAKLAD_00358	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
BCDAKLAD_00359	gene	861	speE			
BCDAKLAD_00359	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
BCDAKLAD_00360	gene	1860				
BCDAKLAD_00360	CDS	1860				hypothetical protein
BCDAKLAD_00361	gene	411				
BCDAKLAD_00361	CDS	411				hypothetical protein
BCDAKLAD_00362	gene	360				
BCDAKLAD_00362	CDS	360				hypothetical protein
BCDAKLAD_00363	gene	1599	cueO			
BCDAKLAD_00363	CDS	1599	cueO		COG2132	Blue copper oxidase CueO
BCDAKLAD_00364	gene	2391	gcd			
BCDAKLAD_00364	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
BCDAKLAD_00365	gene	537	hpt			
BCDAKLAD_00365	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
BCDAKLAD_00366	gene	663	can_1			
BCDAKLAD_00366	CDS	663	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
BCDAKLAD_00367	gene	927	yadG			
BCDAKLAD_00367	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
BCDAKLAD_00368	gene	768	yadH			
BCDAKLAD_00368	CDS	768	yadH		COG0842	Inner membrane transport permease YadH
BCDAKLAD_00369	gene	441				
BCDAKLAD_00369	CDS	441				hypothetical protein
BCDAKLAD_00370	gene	1254				
BCDAKLAD_00370	CDS	1254				hypothetical protein
BCDAKLAD_00371	gene	381	panD			
BCDAKLAD_00371	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
BCDAKLAD_00372	gene	855	panC			
BCDAKLAD_00372	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
BCDAKLAD_00373	gene	792	panB			
BCDAKLAD_00373	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
BCDAKLAD_00374	gene	480	folK			
BCDAKLAD_00374	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
BCDAKLAD_00375	gene	1362	pcnB			
BCDAKLAD_00375	CDS	1362	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
BCDAKLAD_00376	gene	882	gluQ			
BCDAKLAD_00376	CDS	882	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
BCDAKLAD_00377	gene	456	dksA_1			
BCDAKLAD_00377	CDS	456	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
BCDAKLAD_00378	gene	717	sfsA			
BCDAKLAD_00378	CDS	717	sfsA		COG1489	Sugar fermentation stimulation protein A
BCDAKLAD_00379	gene	537	thpR			
BCDAKLAD_00379	CDS	537	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
BCDAKLAD_00380	gene	2430	hrpB			
BCDAKLAD_00380	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
BCDAKLAD_00381	gene	801	outO			
BCDAKLAD_00381	CDS	801	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
BCDAKLAD_00382	gene	747	outN			
BCDAKLAD_00382	CDS	747	outN			Type II secretion system protein N
BCDAKLAD_00383	gene	486	epsM			
BCDAKLAD_00383	CDS	486	epsM		COG3149	Type II secretion system protein M
BCDAKLAD_00384	gene	1164	epsL			
BCDAKLAD_00384	CDS	1164	epsL		COG3297	Type II secretion system protein L
BCDAKLAD_00385	gene	987	gspK			
BCDAKLAD_00385	CDS	987	gspK		COG3156	Putative type II secretion system protein K
BCDAKLAD_00386	gene	597	xcpW			
BCDAKLAD_00386	CDS	597	xcpW		COG4795	Type II secretion system protein J
BCDAKLAD_00387	gene	366				
BCDAKLAD_00387	CDS	366				hypothetical protein
BCDAKLAD_00388	gene	516	gspH			
BCDAKLAD_00388	CDS	516	gspH		COG2165	Putative type II secretion system protein H
BCDAKLAD_00389	gene	423	pulG			
BCDAKLAD_00389	CDS	423	pulG			Type II secretion system protein G
BCDAKLAD_00390	gene	1215	epsF_2			
BCDAKLAD_00390	CDS	1215	epsF_2		COG1459	Type II secretion system protein F
BCDAKLAD_00391	gene	1494	epsE_2			
BCDAKLAD_00391	CDS	1494	epsE_2		COG2804	Type II secretion system protein E
BCDAKLAD_00392	gene	1956	pulD			
BCDAKLAD_00392	CDS	1956	pulD			Secretin PulD
BCDAKLAD_00393	gene	843	outC			
BCDAKLAD_00393	CDS	843	outC		COG3031	Type II secretion system protein C
BCDAKLAD_00394	gene	3309	pulA			
BCDAKLAD_00394	CDS	3309	pulA	3.2.1.41		Pullulanase
BCDAKLAD_00395	gene	558				
BCDAKLAD_00395	CDS	558				hypothetical protein
BCDAKLAD_00396	gene	2553	mrcB			
BCDAKLAD_00396	CDS	2553	mrcB		COG0744	Penicillin-binding protein 1B
BCDAKLAD_00397	gene	2208	fhuA_1			
BCDAKLAD_00397	CDS	2208	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
BCDAKLAD_00398	gene	798	fhuC_1			
BCDAKLAD_00398	CDS	798	fhuC_1	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
BCDAKLAD_00399	gene	891	fhuD			
BCDAKLAD_00399	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
BCDAKLAD_00400	gene	1983	fhuB			
BCDAKLAD_00400	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
BCDAKLAD_00401	gene	1281	hemL			
BCDAKLAD_00401	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
BCDAKLAD_00402	gene	1512	clcA			
BCDAKLAD_00402	CDS	1512	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
BCDAKLAD_00403	gene	345	erpA			
BCDAKLAD_00403	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
BCDAKLAD_00404	gene	624				
BCDAKLAD_00404	CDS	624				hypothetical protein
BCDAKLAD_00405	gene	801	btuF_1			
BCDAKLAD_00405	CDS	801	btuF_1		COG0614	Vitamin B12-binding protein
BCDAKLAD_00406	gene	699	mtnN			
BCDAKLAD_00406	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
BCDAKLAD_00407	gene	1515	dgt			
BCDAKLAD_00407	CDS	1515	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
BCDAKLAD_00408	gene	1434	degP			
BCDAKLAD_00408	CDS	1434	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
BCDAKLAD_00409	gene	1212	cdaR_1			
BCDAKLAD_00409	CDS	1212	cdaR_1		COG3835	Carbohydrate diacid regulator
BCDAKLAD_00410	gene	387				
BCDAKLAD_00410	CDS	387				hypothetical protein
BCDAKLAD_00411	gene	825	dapD			
BCDAKLAD_00411	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
BCDAKLAD_00412	gene	2664	glnD			
BCDAKLAD_00412	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
BCDAKLAD_00413	gene	795	map_1			
BCDAKLAD_00413	CDS	795	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
BCDAKLAD_00414	gene	726	rpsB			
BCDAKLAD_00414	CDS	726	rpsB		COG0052	30S ribosomal protein S2
BCDAKLAD_00415	gene	852	tsf			
BCDAKLAD_00415	CDS	852	tsf		COG0264	Elongation factor Ts
BCDAKLAD_00416	gene	726	pyrH			
BCDAKLAD_00416	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
BCDAKLAD_00417	gene	558	frr			
BCDAKLAD_00417	CDS	558	frr		COG0233	Ribosome-recycling factor
BCDAKLAD_00418	gene	1203	dxr			
